Date,Day,Is_Holiday,Holiday_Name,Holiday_Category,Events_Count,Event_Good_Count,Event_Bad_Count,Event_Sentiment,Event_Texts,Event_Links
2007-01-31,Wednesday,False,,,2,0,0,neutral,"Emergency officials in Boston mistakenly identified battery-powered LED placards depicting characters from Aqua Teen Hunger Force as Improvised explosive devices (IEDs), causing a panic. || Emergency officials in Boston mistakenly identified LED placards depicting characters from Aqua Teen Hunger Force as IEDs, causing a panic.",https://en.wikipedia.org/wiki/Aqua_Teen_Hunger_Force || https://en.wikipedia.org/wiki/Aqua_Teen_Hunger_Force
2007-02-01,Thursday,False,,,0,0,0,neutral,,
2007-02-02,Friday,False,,,1,0,1,bad,A Baghdad market bombing kills at least 135 people and injures a further 339.,https://en.wikipedia.org/wiki/February_2007_Al-Saydiya_market_bombing
2007-02-03,Saturday,False,,,2,0,2,bad,"Police officer Filippo Raciti is killed when a clash breaks out in the Sicily derby between Catania and Palermo, in the Serie A, the top flight of Italian football. This event led to major changes in stadium regulations in Italy. || Following a Derby di Sicilia match in Catania, football violence caused the death of police officer Filippo Raciti, leading to new safety regulations at Italian sporting events.",https://en.wikipedia.org/wiki/Catania_football_riot || https://en.wikipedia.org/wiki/Derby_di_Sicilia
2007-02-04,Sunday,False,,,1,0,0,neutral,The National Weather Service in the United States switches from the Fujita scale to the new Enhanced Fujita scale to measure the intensity and strength of tornadoes.,https://en.wikipedia.org/wiki/National_Weather_Service
2007-02-05,Monday,False,,,0,0,0,neutral,,
2007-02-06,Tuesday,False,,,0,0,0,neutral,,
2007-02-07,Wednesday,False,,,0,0,0,neutral,,
2007-02-08,Thursday,False,,,0,0,0,neutral,,
2007-02-09,Friday,False,,,0,0,0,neutral,,
2007-02-10,Saturday,False,,,0,0,0,neutral,,
2007-02-11,Sunday,False,,,0,0,0,neutral,,
2007-02-12,Monday,False,,,0,0,0,neutral,,
2007-02-13,Tuesday,False,,,1,0,0,neutral,Taiwan opposition leader Ma Ying-jeou resigns as the chairman of the Kuomintang party after being indicted on charges of embezzlement during his tenure as the mayor of Taipei; Ma also announces his candidacy for the 2008 presidential election.,https://en.wikipedia.org/wiki/Taiwan
2007-02-14,Wednesday,False,,,1,0,1,bad,"The first of several bombings in Zahedan, Iran, killed 18 members of the Revolutionary Guards.",https://en.wikipedia.org/wiki/2007_Zahedan_bombings
2007-02-15,Thursday,False,,,0,0,0,neutral,,
2007-02-16,Friday,True,Maha Shivaratri,general,0,0,0,neutral,,
2007-02-17,Saturday,False,,,0,0,0,neutral,,
2007-02-18,Sunday,False,,,0,0,0,neutral,,
2007-02-19,Monday,False,,,0,0,0,neutral,,
2007-02-20,Tuesday,False,,,0,0,0,neutral,,
2007-02-21,Wednesday,False,,,0,0,0,neutral,,
2007-02-22,Thursday,False,,,0,0,0,neutral,,
2007-02-23,Friday,False,,,1,0,0,neutral,"A train derails on an evening express service near Grayrigg, Cumbria, England, killing one person and injuring 88. This results in hundreds of points being checked over the UK after a few similar accidents.",https://en.wikipedia.org/wiki/Grayrigg_derailment
2007-02-24,Saturday,False,,,1,1,0,good,"Japan launches its fourth spy satellite, stepping up its ability to monitor potential threats such as North Korea.",https://en.wikipedia.org/wiki/Reconnaissance_satellite
2007-02-25,Sunday,False,,,0,0,0,neutral,,
2007-02-26,Monday,False,,,0,0,0,neutral,,
2007-02-27,Tuesday,False,,,1,0,0,neutral,"Chinese stock bubble of 2007: The Shanghai Stock Exchange falls 9%, the largest daily fall in ten years, following speculation about a crackdown on illegal share offerings and trading, and fears about accelerating inflation.",https://en.wikipedia.org/wiki/Chinese_stock_bubble_of_2007
2007-02-28,Wednesday,False,,,0,0,0,neutral,,
2007-03-01,Thursday,False,,,0,0,0,neutral,,
2007-03-02,Friday,False,,,0,0,0,neutral,,
2007-03-03,Saturday,False,,,0,0,0,neutral,,
2007-03-04,Sunday,False,,,1,1,0,good,"Fourteen-year-old English schoolgirl Charlotte Shaw drowned on Dartmoor, becoming the first person to die in connection with the annual Ten Tors challenge.",https://en.wikipedia.org/wiki/Death_of_Charlotte_Shaw
2007-03-05,Monday,False,,,2,0,1,bad,"Reform of the House of Lords: The British House of Commons votes to make the upper chamber, the House of Lords, 100% elected. || Garuda Indonesia Flight 200 crashes at Adisutjipto International Airport in the Special Region of Yogyakarta, Indonesia, killing 21 people.",https://en.wikipedia.org/wiki/Reform_of_the_House_of_Lords || https://en.wikipedia.org/wiki/Garuda_Indonesia_Flight_200
2007-03-06,Tuesday,False,,,0,0,0,neutral,,
2007-03-07,Wednesday,False,,,0,0,0,neutral,,
2007-03-08,Thursday,False,,,0,0,0,neutral,,
2007-03-09,Friday,False,,,1,0,0,neutral,"Tornadoes break out across the southern United States, killing at least 20 people, including eight at Enterprise High School.",https://en.wikipedia.org/wiki/Tornado
2007-03-10,Saturday,False,,,0,0,0,neutral,,
2007-03-11,Sunday,False,,,1,0,1,bad,"Georgian authorities accused Russia of orchestrating a helicopter attack in the Kodori Valley, in the breakaway territory of Abkhazia.",https://en.wikipedia.org/wiki/2007_Georgia_helicopter_incident
2007-03-12,Monday,False,,,0,0,0,neutral,,
2007-03-13,Tuesday,False,,,0,0,0,neutral,,
2007-03-14,Wednesday,False,,,1,0,1,bad,"The Nandigram violence in Nandigram, West Bengal, results in the deaths of at least 14 people.",https://en.wikipedia.org/wiki/Nandigram_violence
2007-03-15,Thursday,False,,,0,0,0,neutral,,
2007-03-16,Friday,False,,,0,0,0,neutral,,
2007-03-17,Saturday,False,,,0,0,0,neutral,,
2007-03-18,Sunday,False,,,0,0,0,neutral,,
2007-03-19,Monday,False,,,0,0,0,neutral,,
2007-03-20,Tuesday,False,,,0,0,0,neutral,,
2007-03-21,Wednesday,False,,,0,0,0,neutral,,
2007-03-22,Thursday,False,,,0,0,0,neutral,,
2007-03-23,Friday,False,,,0,0,0,neutral,,
2007-03-24,Saturday,False,,,0,0,0,neutral,,
2007-03-25,Sunday,False,,,0,0,0,neutral,,
2007-03-26,Monday,False,,,0,0,0,neutral,,
2007-03-27,Tuesday,False,,,0,0,0,neutral,,
2007-03-28,Wednesday,False,,,0,0,0,neutral,,
2007-03-29,Thursday,False,,,0,0,0,neutral,,
2007-03-30,Friday,False,,,0,0,0,neutral,,
2007-03-31,Saturday,True,Mahavir Jayanti,general,0,0,0,neutral,,
2007-04-01,Sunday,True,Milad-un-Nabi,muslim,1,0,1,bad,The cruise ship MS Sea Diamond strikes a volcanic reef near Nea Kameni and sinks the next day.  Two passengers were never recovered and are presumed dead.,https://en.wikipedia.org/wiki/Cruise_ship
2007-04-02,Monday,False,,,0,0,0,neutral,,
2007-04-03,Tuesday,False,,,0,0,0,neutral,,
2007-04-04,Wednesday,False,,,0,0,0,neutral,,
2007-04-05,Thursday,False,,,0,0,0,neutral,,
2007-04-06,Friday,True,Good Friday,christian,1,1,0,good,"Conventional-Train World Speed Record: A French TGV train on the LGV Est high speed line sets an official new world speed record of 574.8 km/h (159.6 m/s, 357.2 mph).",https://en.wikipedia.org/wiki/TGV_world_speed_record
2007-04-07,Saturday,False,,,0,0,0,neutral,,
2007-04-08,Sunday,False,,,0,0,0,neutral,,
2007-04-09,Monday,False,,,0,0,0,neutral,,
2007-04-10,Tuesday,False,,,0,0,0,neutral,,
2007-04-11,Wednesday,False,,,1,0,1,bad,Algiers bombings: Two bombings in Algiers kill 33 people and wound a further 222 others.,https://en.wikipedia.org/wiki/2007_Algiers_Government_Palace_bombings
2007-04-12,Thursday,False,,,1,0,1,bad,"A suicide bomber penetrates the Green Zone and detonates in a cafeteria within a parliament building, killing Iraqi MP Mohammed Awad and wounding more than twenty other people.",https://en.wikipedia.org/wiki/2007_Iraqi_Parliament_bombing
2007-04-13,Friday,False,,,0,0,0,neutral,,
2007-04-14,Saturday,False,,,0,0,0,neutral,,
2007-04-15,Sunday,False,,,0,0,0,neutral,,
2007-04-16,Monday,False,,,2,0,2,bad,"Virginia Tech shooting: Seung-Hui Cho murders 32 people and injures 17 before committing suicide. || In one of the deadliest shooting incidents in United States history, a gunman killed 32 people and wounded over 20 more before committing suicide at the Virginia Polytechnic Institute and State University in Blacksburg, Virginia (memorial pictured).",https://en.wikipedia.org/wiki/Virginia_Tech_shooting || https://en.wikipedia.org/wiki/Virginia_Tech_shooting
2007-04-17,Tuesday,False,,,0,0,0,neutral,,
2007-04-18,Wednesday,False,,,1,0,0,neutral,"A ladle spilled 30 tonnes (33 tons) of molten steel in a factory in Liaoning, China, killing 32 workers.",https://en.wikipedia.org/wiki/Qinghe_Special_Steel_Corporation_disaster
2007-04-19,Thursday,False,,,0,0,0,neutral,,
2007-04-20,Friday,False,,,1,0,1,bad,"Johnson Space Center shooting: William Phillips barricades himself with a handgun in NASA's Johnson Space Center in Houston, Texas before killing a male hostage and himself.",https://en.wikipedia.org/wiki/Johnson_Space_Center_shooting
2007-04-21,Saturday,False,,,0,0,0,neutral,,
2007-04-22,Sunday,False,,,0,0,0,neutral,,
2007-04-23,Monday,False,,,1,1,0,good,Boris Yeltsin's funeral: The first to be sanctioned by the Russian Orthodox Church for a head of state since the funeral of Emperor Alexander III in 1894.,https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Boris_Yeltsin
2007-04-24,Tuesday,False,,,1,0,1,bad,"Controversy surrounding the relocation of the Bronze Soldier of Tallinn, a Soviet Red Army World War II memorial in Tallinn, Estonia, erupted into mass protests and riots.",https://en.wikipedia.org/wiki/Bronze_Soldier_of_Tallinn
2007-04-25,Wednesday,False,,,0,0,0,neutral,,
2007-04-26,Thursday,False,,,0,0,0,neutral,,
2007-04-27,Friday,False,,,0,0,0,neutral,,
2007-04-28,Saturday,False,,,0,0,0,neutral,,
2007-04-29,Sunday,False,,,2,0,1,bad,"Estonian authorities remove the Bronze Soldier, a Soviet Red Army war memorial in Tallinn, amid political controversy with Russia. || Israeli archaeologists discover the tomb of Herod the Great south of Jerusalem.",https://en.wikipedia.org/wiki/Estonia || https://en.wikipedia.org/wiki/Israel
2007-04-30,Monday,False,,,0,0,0,neutral,,
2007-05-01,Tuesday,False,,,0,0,0,neutral,,
2007-05-02,Wednesday,True,Buddha Purnima,general,0,0,0,neutral,,
2007-05-03,Thursday,False,,,2,0,0,neutral,"The three-year-old British girl Madeleine McCann disappears in Praia da Luz, Portugal, starting ""the most heavily reported missing-person case in modern history"". || Three-year-old British girl Madeleine McCann disappeared from a holiday apartment in Praia da Luz, Portugal; she has never been found.",https://en.wikipedia.org/wiki/Disappearance_of_Madeleine_McCann || https://en.wikipedia.org/wiki/Disappearance_of_Madeleine_McCann
2007-05-04,Friday,False,,,1,1,0,good,"Greensburg, Kansas is almost completely destroyed by the 2007 Greensburg tornado, a 1.7-mile wide EF5 tornado. It was the first-ever tornado to be rated as such with the new Enhanced Fujita scale.",https://en.wikipedia.org/wiki/Greensburg%2C_Kansas
2007-05-05,Saturday,False,,,0,0,0,neutral,,
2007-05-06,Sunday,False,,,2,0,2,bad,"Kenya Airways Flight 507 crashes after takeoff from Douala International Airport in Douala, Cameroon, killing all 114 aboard, making it the deadliest aircraft disaster in Cameroon. || Kenya Airways Flight 507 crashed immediately after takeoff from Douala International Airport in Cameroon, resulting in the deaths of all 114 people aboard.",https://en.wikipedia.org/wiki/Kenya_Airways_Flight_507 || https://en.wikipedia.org/wiki/Kenya_Airways_Flight_507
2007-05-07,Monday,False,,,0,0,0,neutral,,
2007-05-08,Tuesday,False,,,0,0,0,neutral,,
2007-05-09,Wednesday,False,,,0,0,0,neutral,,
2007-05-10,Thursday,False,,,0,0,0,neutral,,
2007-05-11,Friday,False,,,0,0,0,neutral,,
2007-05-12,Saturday,False,,,0,0,0,neutral,,
2007-05-13,Sunday,False,,,0,0,0,neutral,,
2007-05-14,Monday,False,,,0,0,0,neutral,,
2007-05-15,Tuesday,False,,,0,0,0,neutral,,
2007-05-16,Wednesday,False,,,0,0,0,neutral,,
2007-05-17,Thursday,False,,,1,1,0,good,Trains from North and South Korea cross the 38th Parallel in a test-run agreed by both governments. This is the first time that trains have crossed the Demilitarized Zone since 1953.,https://en.wikipedia.org/wiki/North_Korea
2007-05-18,Friday,False,,,0,0,0,neutral,,
2007-05-19,Saturday,False,,,1,0,0,neutral,President of Romania Traian Băsescu survives an impeachment referendum and returns to office from suspension.,https://en.wikipedia.org/wiki/President_of_Romania
2007-05-20,Sunday,False,,,0,0,0,neutral,,
2007-05-21,Monday,False,,,0,0,0,neutral,,
2007-05-22,Tuesday,False,,,0,0,0,neutral,,
2007-05-23,Wednesday,False,,,0,0,0,neutral,,
2007-05-24,Thursday,False,,,0,0,0,neutral,,
2007-05-25,Friday,False,,,0,0,0,neutral,,
2007-05-26,Saturday,False,,,0,0,0,neutral,,
2007-05-27,Sunday,False,,,0,0,0,neutral,,
2007-05-28,Monday,False,,,0,0,0,neutral,,
2007-05-29,Tuesday,False,,,0,0,0,neutral,,
2007-05-30,Wednesday,False,,,0,0,0,neutral,,
2007-05-31,Thursday,False,,,0,0,0,neutral,,
2007-06-01,Friday,False,,,0,0,0,neutral,,
2007-06-02,Saturday,False,,,0,0,0,neutral,,
2007-06-03,Sunday,False,,,0,0,0,neutral,,
2007-06-04,Monday,False,,,0,0,0,neutral,,
2007-06-05,Tuesday,False,,,0,0,0,neutral,,
2007-06-06,Wednesday,False,,,0,0,0,neutral,,
2007-06-07,Thursday,False,,,0,0,0,neutral,,
2007-06-08,Friday,False,,,0,0,0,neutral,,
2007-06-09,Saturday,False,,,0,0,0,neutral,,
2007-06-10,Sunday,False,,,0,0,0,neutral,,
2007-06-11,Monday,False,,,0,0,0,neutral,,
2007-06-12,Tuesday,False,,,3,1,1,bad,"Newcastle, New South Wales, Australia, is hit by the State's worst storms and flooding in 30 years resulting in the death of nine people and the grounding of a trade ship, the MV Pasha Bulker. || Space Shuttle Atlantis is launched on STS-117 carrying two truss segments and solar arrays to the International Space Station. || A major storm caused the bulk carrier Pasha Bulker to run aground in New South Wales, Australia.",https://en.wikipedia.org/wiki/Newcastle%2C_New_South_Wales || https://en.wikipedia.org/wiki/Space_Shuttle_Atlantis || https://en.wikipedia.org/wiki/2007_New_South_Wales_storms
2007-06-13,Wednesday,False,,,0,0,0,neutral,,
2007-06-14,Thursday,False,,,0,0,0,neutral,,
2007-06-15,Friday,False,,,2,0,1,bad,"Mudslides in Chittagong, Bangladesh, kill 130 people. || Mudslides caused by heavy monsoon rainfall and exacerbated by hill cutting killed at least 128 people in Chittagong, Bangladesh.",https://en.wikipedia.org/wiki/2007_Chittagong_mudslides || https://en.wikipedia.org/wiki/2007_Chittagong_mudslides
2007-06-16,Saturday,False,,,0,0,0,neutral,,
2007-06-17,Sunday,False,,,0,0,0,neutral,,
2007-06-18,Monday,False,,,2,0,2,bad,"The Al Askari Mosque is bombed for a second time. || Insurgents carried out a second bombing at the al-Askari Mosque, one of the holiest sites in Shia Islam.",https://en.wikipedia.org/wiki/Al-Askari_Shrine || https://en.wikipedia.org/wiki/2007_al-Askari_mosque_bombing
2007-06-19,Tuesday,False,,,1,0,1,bad,The al-Khilani Mosque bombing in Baghdad leaves 78 people dead and another 218 injured.,https://en.wikipedia.org/wiki/2007_al-Khilani_mosque_bombing
2007-06-20,Wednesday,False,,,0,0,0,neutral,,
2007-06-21,Thursday,False,,,0,0,0,neutral,,
2007-06-22,Friday,False,,,1,1,0,good,"The small town of Elie, Manitoba is hit by Canada’s most intense tornado on record.",https://en.wikipedia.org/wiki/Elie%2C_Manitoba
2007-06-23,Saturday,False,,,0,0,0,neutral,,
2007-06-24,Sunday,False,,,0,0,0,neutral,,
2007-06-25,Monday,False,,,1,0,1,bad,"PMTair Flight 241 crashes in the Dâmrei Mountains in Kampot Province, Cambodia, killing all 22 people on board.",https://en.wikipedia.org/wiki/PMTair_Flight_241
2007-06-26,Tuesday,False,,,1,1,0,good,Pope Benedict XVI reinstates the traditional laws of papal election in which a successful candidate must receive two-thirds of the votes.,https://en.wikipedia.org/wiki/Pope_Benedict_XVI
2007-06-27,Wednesday,False,,,3,0,2,bad,"Tony Blair resigns as British Prime Minister, a position he had held since 1997. Chancellor Gordon Brown succeeds him. || The Brazilian Military Police invades the favelas of Complexo do Alemão in an episode which is remembered as the Complexo do Alemão massacre. || As a result of an ongoing conflict between drug dealers and police in the favelas of Rio de Janeiro, a large military and civil police operation killed 19 people and injured several others.",https://en.wikipedia.org/wiki/Tony_Blair || https://en.wikipedia.org/wiki/Military_Police_(Brazil) || https://en.wikipedia.org/wiki/Favela
2007-06-28,Thursday,False,,,0,0,0,neutral,,
2007-06-29,Friday,False,,,1,1,0,good,"Apple Inc. releases its first mobile phone, the iPhone.",https://en.wikipedia.org/wiki/Apple_Inc.
2007-06-30,Saturday,False,,,0,0,0,neutral,,
2007-07-01,Sunday,False,,,1,0,0,neutral,Smoking in England is banned in all public indoor spaces.,https://en.wikipedia.org/wiki/Smoking_bans_in_the_United_Kingdom
2007-07-02,Monday,False,,,0,0,0,neutral,,
2007-07-03,Tuesday,False,,,0,0,0,neutral,,
2007-07-04,Wednesday,False,,,0,0,0,neutral,,
2007-07-05,Thursday,False,,,0,0,0,neutral,,
2007-07-06,Friday,False,,,0,0,0,neutral,,
2007-07-07,Saturday,False,,,1,1,0,good,The first Live Earth benefit concert was held in 11 locations around the world.,https://en.wikipedia.org/wiki/Live_Earth_(2007_concert)
2007-07-08,Sunday,False,,,0,0,0,neutral,,
2007-07-09,Monday,False,,,0,0,0,neutral,,
2007-07-10,Tuesday,False,,,1,1,0,good,Erden Eruç begins the first solo human-powered circumnavigation of the world.,https://en.wikipedia.org/wiki/Erden_Eru%C3%A7
2007-07-11,Wednesday,False,,,2,0,2,bad,"U.S. Army Apache helicopters engage in airstrikes against armed insurgents in Baghdad, Iraq, where civilians are killed; footage from the cockpit is later leaked to the Internet. || Two U.S. Army AH-64 Apache helicopters (pictured) conducted a series of air-to-ground attacks in Baghdad.",https://en.wikipedia.org/wiki/United_States_Army || https://en.wikipedia.org/wiki/Boeing_AH-64_Apache
2007-07-12,Thursday,False,,,0,0,0,neutral,,
2007-07-13,Friday,False,,,0,0,0,neutral,,
2007-07-14,Saturday,False,,,0,0,0,neutral,,
2007-07-15,Sunday,False,,,0,0,0,neutral,,
2007-07-16,Monday,False,,,2,0,2,bad,"An earthquake of magnitude 6.8 and 6.6 aftershock occurs off the Niigata coast of Japan killing eight people, injuring at least 800 and damaging a nuclear power plant. || An earthquake of magnitude .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}Mw6.6 struck Niigata Prefecture, Japan, causing a leak of radioactive gases from the Kashiwazaki-Kariwa Nuclear Power Plant.",https://en.wikipedia.org/wiki/2007_Ch%C5%ABetsu_offshore_earthquake || https://en.wikipedia.org/wiki/2007_Ch%C5%ABetsu_offshore_earthquake
2007-07-17,Tuesday,False,,,2,0,1,bad,"TAM Airlines Flight 3054, an Airbus A320, crashes into a warehouse after landing too fast and missing the end of the São Paulo–Congonhas Airport runway, killing 199 people. || TAM Airlines Flight 3054 overran the runway at Congonhas Airport in São Paulo, Brazil, killing 199 people.",https://en.wikipedia.org/wiki/TAM_Airlines_Flight_3054 || https://en.wikipedia.org/wiki/TAM_Airlines_Flight_3054
2007-07-18,Wednesday,False,,,0,0,0,neutral,,
2007-07-19,Thursday,False,,,0,0,0,neutral,,
2007-07-20,Friday,False,,,0,0,0,neutral,,
2007-07-21,Saturday,False,,,1,1,0,good,"Harry Potter and the Deathly Hallows, the final book in the popular Harry Potter series by J. K. Rowling, was released and sold 15 million copies in its first 24 hours, making it the fastest-selling book in history.",https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows
2007-07-22,Sunday,False,,,0,0,0,neutral,,
2007-07-23,Monday,False,,,0,0,0,neutral,,
2007-07-24,Tuesday,False,,,0,0,0,neutral,,
2007-07-25,Wednesday,False,,,2,2,0,good,Pratibha Patil is sworn in as India's first female president. || Pratibha Patil was sworn in as the first female president of India.,https://en.wikipedia.org/wiki/Pratibha_Patil || https://en.wikipedia.org/wiki/Pratibha_Patil
2007-07-26,Thursday,False,,,1,0,0,neutral,"After widespread controversy throughout Wales, Shambo, a black Friesian bull that had been adopted by the local Hindu community, was slaughtered due to concerns about bovine tuberculosis.",https://en.wikipedia.org/wiki/Shambo
2007-07-27,Friday,False,,,1,0,0,neutral,"While covering a police pursuit in Phoenix, Arizona, two news helicopters collided in mid-air, killing both crews.",https://en.wikipedia.org/wiki/Car_chase
2007-07-28,Saturday,False,,,0,0,0,neutral,,
2007-07-29,Sunday,False,,,0,0,0,neutral,,
2007-07-30,Monday,False,,,1,0,1,bad,"A Jeep Cherokee filled with propane canisters drives into the entrance of Glasgow Airport, Scotland in a failed terrorist attack. This was linked to the 2007 London car bombs that had taken place the day before.",https://en.wikipedia.org/wiki/Jeep_Cherokee
2007-07-31,Tuesday,False,,,0,0,0,neutral,,
2007-08-01,Wednesday,False,,,1,1,0,good,"At AT&T Park, Barry Bonds hits his 756th career home run to surpass Hank Aaron's 33-year-old record.",https://en.wikipedia.org/wiki/Oracle_Park
2007-08-02,Thursday,False,,,0,0,0,neutral,,
2007-08-03,Friday,False,,,0,0,0,neutral,,
2007-08-04,Saturday,False,,,1,0,1,bad,Former deputy director of the Chilean secret police Raúl Iturriaga is captured after having been on the run following a conviction for kidnapping.,https://en.wikipedia.org/wiki/Direcci%C3%B3n_de_Inteligencia_Nacional
2007-08-05,Sunday,False,,,0,0,0,neutral,,
2007-08-06,Monday,False,,,2,2,0,good,"NASA's Phoenix Mars lander is launched. || An airport police officer discovered a suitcase containing approximately US$800,000 as it passed through security at Jorge Newbery Airfield in Buenos Aires, sparking an international scandal involving Venezuela and Argentina.",https://en.wikipedia.org/wiki/NASA || https://en.wikipedia.org/wiki/Mar%C3%ADa_del_Luj%C3%A1n_Telpuk
2007-08-07,Tuesday,False,,,1,0,1,bad,"Raúl Iturriaga, a former deputy director of the Chilean secret police, was captured in Viña del Mar after having been on the run following a kidnapping conviction.",https://en.wikipedia.org/wiki/Ra%C3%BAl_Iturriaga
2007-08-08,Wednesday,False,,,2,1,0,good,"An EF2 tornado touches down in Kings County and Richmond County, New York, the most powerful tornado in New York to date and the first in Brooklyn since 1889. || Space Shuttle program: STS-118 Mission: Endeavor takes off on a mission to the International Space Station.",https://en.wikipedia.org/wiki/2007_Brooklyn_tornado || https://en.wikipedia.org/wiki/STS-118
2007-08-09,Thursday,False,,,2,1,0,good,"Operation Banner, the presence of the British Army in Northern Ireland, and the longest-running British Army operation ever, comes to an end. || The Troubles: Operation Banner, the British Armed Forces' operation in Northern Ireland, ended after 38 years with a military stalemate and ceasefire.",https://en.wikipedia.org/wiki/Operation_Banner || https://en.wikipedia.org/wiki/The_Troubles
2007-08-10,Friday,False,,,1,0,0,neutral,"Amid large protests against the impending demolition of the Queen's Pier, the High Court of Hong Kong dismissed legal attempts to preserve the landmark.",https://en.wikipedia.org/wiki/Queen's_Pier
2007-08-11,Saturday,False,,,0,0,0,neutral,,
2007-08-12,Sunday,False,,,0,0,0,neutral,,
2007-08-13,Monday,False,,,0,0,0,neutral,,
2007-08-14,Tuesday,False,,,0,0,0,neutral,,
2007-08-15,Wednesday,True,Independence Day,general,1,0,1,bad,"An 8.0-magnitude earthquake off the Pacific coast devastates Ica and various regions of Peru killing 514 and injuring 1,090.",https://en.wikipedia.org/wiki/2007_Peru_earthquake
2007-08-16,Thursday,False,,,0,0,0,neutral,,
